,1_HK,2_HK,3_HK,5_HK,6_HK,16_HK,27_HK,151_HK,267_HK,291_HK,322_HK,345_HK,386_HK,388_HK,688_HK,690_HK,700_HK,728_HK,762_HK,763_HK,857_HK,883_HK,921_HK,939_HK,941_HK,960_HK,981_HK,992_HK,1024_HK,1044_HK,1070_HK,1088_HK,1093_HK,1109_HK,1138_HK,1169_HK,1171_HK,1177_HK,1209_HK,1211_HK,1288_HK,1299_HK,1347_HK,1398_HK,1801_HK,1810_HK,1876_HK,1898_HK,1919_HK,1928_HK,1929_HK,2015_HK,2018_HK,2020_HK,2208_HK,2238_HK,2269_HK,2318_HK,2319_HK,2331_HK,2333_HK,2382_HK,2380_HK,2600_HK,2601_HK,2628_HK,2899_HK,3323_HK,3328_HK,3690_HK,3692_HK,3898_HK,3968_HK,3993_HK,3988_HK,6060_HK,6618_HK,6690_HK,6862_HK,9618_HK,9668_HK,9866_HK,9868_HK,9881_HK,9922_HK,9961_HK,9988_HK,9999_HK,9888_HK,772_HK,3888_HK,2400_HK,1833_HK,2885_HK,696_HK,1478_HK,522_HK,1675_HK,1860_HK,136_HK,354_HK,434_HK,2166_HK,650_HK,9995_HK,2162_HK,9966_HK,1877_HK,6600_HK,1167_HK,2197_HK,1530_HK,853_HK,2252_HK,1789_HK,9996_HK,2160_HK,2500_HK,9929_HK,6669_HK,3737_HK,6826_HK,2170_HK,9939_HK,1228_HK,6998_HK,3320_HK,2607_HK,1775_HK,1114_HK,1958_HK,489_HK,1585_HK,2451_HK,1233_HK,968_HK,3868_HK,1108_HK,916_HK,1798_HK,836_HK,1816_HK,658_HK,757_HK,1799_HK,3800_HK,956_HK,1811_HK,639_HK,347_HK,323_HK,1208_HK,1258_HK,1772_HK,2245_HK,1091_HK,581_HK,1333_HK,403_HK,2326_HK,6198_HK,3369_HK,2343_HK,2866_HK,1199_HK,316_HK,1308_HK,1549_HK,2282_HK,880_HK,1128_HK,1992_HK,168_HK,308_HK,678_HK,3908_HK,6881_HK,6886_HK,1788_HK,2611_HK,6066_HK,588_HK,995_HK,6837_HK,6030_HK,1658_HK,11_HK,23_HK,2388_HK,966_HK,2007_HK,3900_HK,3383_HK,1813_HK,3377_HK,817_HK,2009_HK,6865_HK,9633_HK,6186_HK,1579_HK,1458_HK,1688_HK,1112_HK,2145_HK,6993_HK,6601_HK,2338_HK,3808_HK,2128_HK,1829_HK,669_HK,2369_HK,1072_HK,1766_HK,390_HK,1186_HK,1800_HK,525_HK,694_HK
2008-08-29,128.51,99.506,29.116,507.113,65.753,124.85,4.247,3.561,37.3,25.823,10.348,7.474,8.399,117.29,13.604,4.068,67.43,4.373,13.133,53.195,11.883,67.38,0.89,6.724,95.6,,0.365,23.497,,28.51,0.824,28.972,2.866,9.568,20.298,0.1,23.597,10.32,,37.275,,,,5.573,,,,13.402,17.746,,,,6.25,5.64,,,,59.121,24.129,19.997,8.544,0.922,2.652,8.054,,30.504,55.786,12.327,9.413,,,6.696,26.841,5.315,3.541,,,,,,,,,,,,,,,,3.05,,,,10.872,,68.25,,,0.273,,,,0.093,,,,,,,,,,,,,,,,,,,,,,,,,,0.871,,3.421,,,,,,0.87,,,20.106,,15.4,3.558,,1.19,,,4.26,11.986,4.451,0.183,,,,,4.694,,0.602,2.52,,,13.975,3.675,15.316,59.801,,,,2.3,,,19.159,2.23,0.959,,,,,,,2.196,5.947,,,,207.4,39.44,21.516,16.504,3.614,6.68,6.176,3.766,4.0,2.88,,,,,,,,,,,,37.419,6.691,,,16.657,1.77,25.365,3.13,6.05,10.8,13.464,4.302,6.883
2008-09-05,121.41,102.17,28.999,488.513,65.703,112.35,4.18,3.471,34.85,23.873,9.978,7.324,7.979,110.79,11.804,4.068,60.08,3.943,13.193,48.925,11.173,59.28,0.89,6.324,88.0,,0.355,21.097,,28.56,0.821,26.572,2.546,8.818,16.578,0.085,20.461,9.66,,37.845,,,,5.253,,,,11.682,14.319,,,,5.51,5.68,,,,54.721,22.829,18.337,7.824,0.922,2.392,7.224,,28.954,45.886,10.567,8.813,,,6.196,23.841,4.945,3.451,,,,,,,,,,,,,,,,3.1,,,,10.892,,66.35,,,0.27,,,,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,0.851,,3.311,,,,,,0.87,,,19.326,,14.44,3.378,,1.13,,,3.47,9.351,3.921,0.16,,,,,4.994,,0.656,2.62,,,11.875,3.241,14.39,55.203,,,,2.17,,,17.759,2.14,0.974,,,,,,,2.076,5.577,,,,202.2,38.09,21.036,16.504,3.094,6.24,5.106,3.166,3.33,2.82,,,,,,,,,,,,35.269,6.091,,,16.777,1.63,23.265,2.96,5.34,10.3,10.364,3.942,6.963
2008-09-12,117.51,101.57,30.082,502.913,66.223,112.75,3.78,3.371,33.25,23.773,9.818,7.339,7.593,108.24,9.634,4.068,60.78,3.773,12.013,45.005,10.593,54.93,0.89,5.934,83.639,,0.34,19.737,,27.46,0.79,23.822,2.736,7.608,13.698,0.08,17.293,9.72,,36.857,,,,4.963,,,,10.242,11.674,,,,5.86,5.16,,,,53.871,20.529,15.787,7.544,0.912,2.442,6.544,,28.054,37.586,9.287,8.163,,,5.726,21.991,4.095,3.471,,,,,,,,,,,,,,,,2.76,,,,10.332,,64.0,,,0.265,,,,-0.039,,,,,,,,,,,,,,,,,,,,,,,,,,0.821,,3.021,,,,,,0.87,,,19.966,,13.18,3.018,,1.02,,,3.19,8.643,3.491,0.155,,,,,4.894,,0.62,2.32,,,11.245,3.256,14.15,55.142,,,,1.79,,,16.459,2.27,0.709,,,,,,,1.846,5.347,,,,209.3,38.59,20.854,15.904,2.924,5.48,4.656,2.486,2.64,2.4,,,,,,,,,,,,31.919,5.801,,,17.037,1.61,20.185,2.95,4.75,9.8,9.104,4.162,6.853
2008-09-19,115.26,95.93,29.467,507.113,64.173,112.25,3.527,3.081,31.75,22.793,9.678,7.174,7.813,117.09,10.214,4.068,61.43,4.023,12.933,48.505,10.243,54.83,0.89,5.764,91.339,,0.255,21.577,,23.91,0.739,24.772,2.716,8.928,12.978,0.07,18.157,9.15,,36.477,,,,4.833,,,,9.812,11.881,,,,5.95,5.14,,,,53.549,20.379,16.087,8.244,0.872,2.142,6.734,,28.654,42.786,10.967,8.068,,,5.696,22.991,3.975,3.511,,,,,,,,,,,,,,,,2.45,,,,9.972,,64.3,,,0.244,,,,-0.049,,,,,,,,,,,,,,,,,,,,,,,,,,0.741,,3.091,,,,,,0.87,,,19.536,,13.96,2.748,,0.85,,,2.75,9.095,3.911,0.14,,,,,4.494,,0.608,2.02,,,11.775,3.396,12.93,53.751,,,,1.49,,,15.919,2.36,0.428,,,,,,,1.726,5.337,,,,205.4,37.29,19.234,14.904,2.804,4.48,4.516,2.356,2.67,2.3,,,,,,,,,,,,32.719,6.951,,,17.617,1.25,20.965,2.95,4.62,9.8,8.104,4.672,7.963
2008-09-26,110.31,97.79,28.677,510.113,63.973,102.7,2.607,2.851,33.15,22.993,9.678,7.294,7.273,111.74,10.064,4.068,57.03,3.623,12.193,39.755,10.483,55.43,0.89,5.554,85.139,,0.229,16.577,,24.11,0.725,22.372,2.896,8.328,12.118,0.079,16.445,8.79,,34.957,,,,4.903,,,,9.562,9.65,,,,6.05,4.68,,,,49.149,8.669,13.467,8.444,0.812,1.862,6.154,,30.004,43.886,9.407,7.768,,,5.686,20.441,4.055,3.231,,,,,,,,,,,,,,,,2.32,,,,9.412,,60.2,,,0.235,,,,-0.021,,,,,,,,,,,,,,,,,,,,,,,,,,0.621,,3.021,,,,,,0.87,,,18.376,,14.66,2.618,,1.0,,,2.76,7.924,3.501,0.135,,,,,4.394,,0.59,2.06,,,9.475,2.962,13.12,51.512,,,,1.82,,,15.359,2.39,0.365,,,,,,,1.726,5.247,,,,200.5,34.14,18.754,14.124,2.584,4.55,4.277,2.336,2.64,2.17,,,,,,,,,,,,33.419,6.571,,,16.297,1.15,22.865,2.93,4.89,9.73,7.584,4.522,6.953
2008-10-03,101.01,99.23,29.057,506.213,64.823,91.25,2.247,3.191,32.35,24.023,9.678,6.979,6.993,110.29,10.764,2.724,51.43,3.553,11.913,40.105,9.703,49.73,0.89,5.124,84.439,,0.243,16.017,,25.96,0.718,20.272,2.866,9.208,11.268,0.078,14.029,7.77,,55.401,,,,4.523,,,,8.162,8.73,,,,5.65,5.02,,,,51.649,9.029,14.927,7.304,0.792,1.922,5.594,,29.204,40.686,9.557,7.158,,,5.466,18.521,3.655,3.051,,,,,,,,,,,,,,,,2.19,,,,9.372,,60.25,,,0.198,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,0.611,,2.821,,,,,,0.87,,,16.456,,14.26,2.738,,0.95,,,2.74,7.692,3.451,0.131,,,,,4.234,,0.626,1.96,,,9.025,2.683,12.53,49.576,,,,1.63,,,15.259,2.33,0.459,,,,,,,1.736,5.127,,,,176.0,30.99,17.474,14.924,2.564,4.31,4.507,2.386,2.94,2.4,,,,,,,,,,,,32.419,6.331,,,14.717,1.13,22.915,3.1,5.83,11.12,7.004,4.372,7.303
2008-10-10,84.31,91.13,24.87,466.013,60.923,75.75,1.7,2.651,25.05,20.623,8.998,6.574,5.723,98.74,8.314,1.758,45.53,3.053,10.403,26.105,7.993,37.58,0.89,4.074,73.739,,0.172,14.337,,24.33,0.691,15.572,2.236,7.162,8.618,0.063,10.029,6.75,,50.613,,,,3.913,,,,5.142,5.843,,,,4.8,4.33,,,,41.749,8.379,13.347,5.164,0.682,1.642,4.384,,23.054,34.386,4.707,5.858,,,4.806,14.221,2.765,2.701,,,,,,,,,,,,,,,,1.82,,,,7.252,,50.4,,,0.165,,,,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,0.476,,2.061,,,,,,0.87,,,14.816,,9.06,2.108,,0.72,,,2.0,5.459,2.601,0.093,,,,,3.984,,0.566,1.92,,,7.725,2.295,9.93,45.946,,,,1.31,,,15.259,1.81,0.115,,,,,,,1.446,4.387,,,,161.3,28.44,15.454,12.064,2.144,3.34,3.677,1.766,2.3,1.82,,,,,,,,,,,,27.919,5.641,,,11.597,0.882,18.865,2.84,4.99,9.19,5.274,3.622,5.933
2008-10-17,88.31,88.31,22.791,452.213,58.023,80.2,1.367,2.741,24.77,20.123,8.778,7.144,6.123,97.29,8.644,1.065,50.18,2.993,10.593,26.525,7.913,36.78,0.89,3.824,73.439,,0.171,12.897,,24.63,0.692,16.472,2.186,8.062,7.428,0.062,9.309,6.87,,59.657,,,,3.773,,,,4.962,5.349,,,,4.9,3.31,,,,37.149,8.379,12.047,5.104,0.672,1.802,4.314,,23.204,28.286,3.737,5.778,,,5.086,14.961,2.505,2.531,,,,,,,,,,,,,,,,2.05,,,,7.172,,54.65,,,0.19,,,,0.086,,,,,,,,,,,,,,,,,,,,,,,,,,0.421,,2.191,,,,,,0.87,,,16.496,,9.86,1.928,,0.71,,,1.38,4.154,2.431,0.087,,,,,3.809,,0.566,1.62,,,7.555,2.264,9.83,45.099,,,,1.39,,,15.359,1.81,0.115,,,,,,,1.436,4.447,,,,158.3,28.39,15.454,12.884,1.724,3.35,3.317,2.006,2.29,1.82,,,,,,,,,,,,28.519,4.931,,,9.297,0.638,20.145,2.99,5.1,10.04,5.794,3.672,5.843
2008-10-24,85.81,83.93,20.185,400.613,58.323,78.8,1.087,2.901,15.31,16.823,8.608,6.244,5.413,87.29,9.144,0.183,44.38,2.713,10.493,21.205,6.993,32.48,0.89,3.234,64.839,,0.13,12.857,,23.23,0.658,12.972,1.766,8.362,6.838,0.054,7.325,6.63,,53.653,,,,3.313,,,,3.782,4.36,,,,3.65,2.93,,,,29.749,7.279,10.787,4.404,0.502,1.652,3.574,,20.054,18.286,2.207,4.478,,,3.716,11.781,2.005,2.161,,,,,,,,,,,,,,,,2.1,,,,6.452,,46.8,,,0.181,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,0.316,,1.691,,,,,,0.87,,,13.756,,4.78,1.638,,0.49,,,1.19,3.251,2.021,0.078,,,,,2.859,,0.548,1.62,,,6.655,1.83,8.23,41.832,,,,1.4,,,15.279,1.53,0.131,,,,,,,1.256,3.827,,,,141.8,24.21,13.884,11.404,1.694,3.21,3.227,1.996,2.2,1.53,,,,,,,,,,,,23.769,4.401,,,6.317,0.642,18.565,2.55,3.78,8.25,5.004,3.372,4.683
2008-10-31,89.36,86.33,23.084,412.613,57.873,82.75,0.953,2.961,16.31,19.623,9.078,6.124,5.943,91.04,9.044,0.12,55.43,3.103,11.793,24.705,7.693,39.58,0.89,4.024,75.139,,0.144,11.377,,23.93,0.635,15.972,1.786,7.962,8.898,0.056,9.309,6.69,,52.437,,,,3.703,,,,4.642,5.038,,,,3.97,2.93,,,,33.649,7.729,9.897,5.664,0.572,1.642,3.944,,21.004,25.386,4.437,4.878,,,4.286,11.941,2.515,2.361,,,,,,,,,,,,,,,,2.1,,,,5.012,,40.5,,,0.181,,,,-0.029,,,,,,,,,,,,,,,,,,,,,,,,,,0.381,,2.191,,,,,,0.87,,,15.136,,6.08,1.838,,0.45,,,1.41,4.495,2.301,0.078,,,,,1.639,,0.506,1.62,,,7.245,2.016,9.13,43.526,,,,1.4,,,14.899,1.63,0.131,,,,,,,1.196,3.947,,,,147.3,23.39,13.034,18.044,1.444,3.0,3.097,1.786,2.15,1.47,,,,,,,,,,,,19.219,3.181,,,7.817,0.65,15.785,2.74,4.4,9.38,5.384,3.692,4.883
2008-11-07,96.01,90.29,25.456,412.613,62.623,86.25,0.94,3.181,16.31,19.323,10.458,6.544,5.463,88.29,9.964,0.099,52.43,2.963,10.173,25.685,7.713,37.83,0.89,4.479,75.439,,0.155,11.177,,25.58,0.653,16.232,2.166,8.592,8.838,0.059,8.077,7.83,,53.349,,,,3.883,,,,4.642,5.786,,,,3.51,3.13,,,,35.899,7.179,12.727,6.584,0.582,1.582,3.994,,21.304,25.586,4.147,4.998,,,5.076,13.201,2.935,2.281,,,,,,,,,,,,,,,,2.13,,,,6.532,,39.45,,,0.177,,,,-0.014,,,,,,,,,,,,,,,,,,,,,,,,,,0.396,,2.051,,,,,,0.87,,,13.556,,5.63,2.248,,0.435,,,1.58,4.959,2.591,0.079,,,,,1.769,,0.518,1.62,,,7.605,2.125,9.85,48.197,,,,1.35,,,16.139,1.71,0.256,,,,,,,1.276,4.107,,,,158.8,25.29,13.764,11.844,1.344,3.15,3.577,1.936,2.31,1.31,,,,,,,,,,,,17.299,3.761,,,8.517,0.878,14.965,2.91,4.33,8.9,6.144,3.382,5.503
2008-11-14,82.26,87.35,23.084,383.513,59.423,76.05,1.1,3.261,16.4,18.023,10.778,6.409,5.493,80.79,9.824,-0.006,50.58,3.193,10.393,18.125,7.823,38.08,0.89,4.589,75.389,,0.167,9.617,,25.63,0.668,15.132,2.336,8.762,8.608,0.058,8.237,7.95,,52.665,,,,3.913,,,,4.782,5.97,,,,2.99,3.1,,,,34.999,7.079,11.167,6.904,0.552,1.552,4.564,,22.504,23.986,5.437,4.988,,,5.756,14.161,2.975,2.291,,,,,,,,,,,,,,,,2.19,,,,6.432,,36.5,,,0.199,,,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,0.376,,1.841,,,,,,0.87,,,13.316,,6.08,2.028,,0.54,,,1.62,6.521,3.291,0.092,,,,,1.439,,0.518,1.62,,,7.045,2.171,9.28,44.882,,,,1.4,,,16.939,1.66,0.1,,,,,,,1.366,3.767,,,,142.6,23.09,12.984,11.344,1.654,3.34,3.527,1.746,2.31,1.28,,,,,,,,,,,,20.419,4.221,,,5.817,0.87,16.845,3.35,5.14,10.58,7.404,3.102,5.113
2008-11-21,83.86,86.51,22.967,371.949,59.123,69.25,1.02,3.251,16.05,15.843,10.178,6.094,5.303,68.29,9.364,-0.048,40.43,2.983,9.793,21.485,7.563,33.38,0.89,4.259,74.839,,0.152,9.337,,25.53,0.653,13.472,2.236,8.362,6.568,0.057,7.293,8.49,,42.937,,,,3.513,,,,3.762,4.544,,,,2.35,2.94,,,,31.449,6.639,10.707,5.804,0.512,1.582,3.994,,20.294,24.786,4.907,4.848,,,5.386,12.141,2.575,2.291,,,,,,,,,,,,,,,,2.1,,,,6.372,,35.03,,,0.187,,,,-0.039,,,,,,,,,,,,,,,,,,,,,,,,,,0.406,,1.591,,,,,,0.87,,,13.276,,5.82,1.788,,0.455,,,1.67,5.191,2.831,0.088,,,,,1.409,,0.512,1.62,,,6.345,1.954,8.23,41.663,,,,1.34,,,18.859,1.47,-0.119,,,,,,,1.286,3.367,,,,142.5,22.87,12.744,9.544,1.524,2.88,2.867,1.536,2.11,1.22,,,,,,,,,,,,22.419,4.291,,,6.317,0.87,16.405,3.58,4.54,10.48,6.754,2.992,4.883
2008-11-28,89.81,89.93,23.699,391.899,60.123,80.3,1.06,3.221,15.47,16.603,9.978,6.259,6.063,76.29,10.604,-0.006,42.93,3.333,10.353,24.425,8.383,39.33,0.89,4.539,78.439,,0.149,9.577,,25.78,0.664,16.472,2.346,9.292,8.018,0.054,8.589,8.07,,47.953,,,,3.963,,,,4.822,5.314,,,,2.42,3.36,,,,30.899,7.999,11.627,5.604,0.532,1.832,4.634,,20.594,30.386,5.687,5.538,,,6.496,12.881,3.005,2.601,,,,,,,,,,,,,,,,2.32,,,,6.352,,36.75,,,0.189,,,,-0.035,,,,,,,,,,,,,,,,,,,,,,,,,,0.441,,1.851,,,,,,0.87,,,16.256,,6.18,1.828,,0.45,,,1.55,6.472,2.951,0.087,,,,,1.439,,0.488,1.62,,,6.575,2.125,9.33,42.099,,,,1.32,,,18.039,1.53,0.115,,,,,,,1.386,3.437,,,,152.3,25.09,13.374,9.144,1.534,3.18,3.607,1.806,2.8,1.5,,,,,,,,,,,,22.379,4.611,,,6.857,0.894,18.325,3.26,5.13,10.48,8.524,3.392,4.873
2008-12-05,84.31,88.694,21.444,384.999,59.823,73.25,1.193,3.197,16.05,16.023,9.428,6.394,5.613,76.79,11.384,0.288,44.43,3.413,9.873,25.265,8.243,37.18,0.89,4.859,82.839,,0.169,9.417,,26.73,0.74,16.792,2.596,9.862,7.788,0.085,8.573,8.13,,46.281,,,,4.233,,,,4.982,5.579,,,,2.63,3.58,,,,34.949,9.139,11.107,5.844,0.522,1.892,4.744,,22.254,32.086,7.057,5.328,,,6.796,13.261,3.025,2.501,,,,,,,,,,,,,,,,2.4,,,,6.812,,36.0,,,0.192,,,,-0.037,,,,,,,,,,,,,,,,,,,,,,,,,,0.441,,2.021,,,,,,0.87,,,14.876,,6.93,1.838,,0.56,,,1.53,7.411,3.261,0.093,,,,,1.349,,0.494,1.62,,,6.445,2.218,9.33,44.373,,,,1.37,,,17.739,1.61,-0.041,,,,,,,1.576,3.397,,,,154.6,24.31,13.154,9.024,1.954,3.51,3.917,2.066,3.28,1.82,,,,,,,,,,,,24.459,4.981,,,6.437,1.27,18.265,3.46,4.97,10.82,8.754,3.422,4.633
2008-12-12,94.81,86.294,22.235,387.549,58.673,80.8,1.22,3.257,16.95,17.903,9.768,6.811,5.903,88.49,10.904,0.309,47.18,3.183,10.093,27.225,8.703,44.13,0.89,5.039,85.839,,0.23,10.577,,26.33,0.73,18.672,2.936,9.212,8.928,0.101,10.253,8.19,,46.509,,,,4.433,,,,6.262,6.545,,,,3.5,4.0,,,,37.599,9.809,13.015,5.724,0.522,1.732,5.264,,23.704,42.386,7.277,5.938,,,6.406,15.641,3.505,2.541,,,,,,,,,,,,,,,,2.79,,,,6.412,,38.55,,,0.177,,,,-0.014,,,,,,,,,,,,,,,,,,,,,,,,,,0.456,,2.131,,,,,,0.87,,,14.616,,8.2,2.018,,0.56,,,1.84,7.509,3.201,0.107,,,,,1.529,,0.566,1.62,,,7.425,2.419,10.25,45.753,,,,1.47,,,17.159,1.81,0.037,,,,,,,1.536,3.577,,,,158.1,25.27,13.554,10.564,1.784,3.56,4.427,1.996,3.4,1.71,,,,,,,,,,,,26.379,5.431,,,6.877,1.39,19.465,3.6,5.21,11.24,9.294,3.542,4.623
2008-12-19,98.26,83.474,21.18,370.449,56.623,88.95,1.753,3.267,18.85,18.843,9.978,6.886,6.213,94.09,12.124,0.582,51.43,3.393,11.213,31.355,9.003,44.13,0.89,5.249,88.839,,0.244,11.977,,27.18,0.695,18.972,3.216,10.482,10.418,0.101,11.117,8.73,,49.017,,,,4.543,,,,6.512,7.327,,,,3.53,3.99,,,,42.099,10.639,14.095,6.704,0.522,1.922,5.784,,25.154,49.386,9.357,6.358,,,7.046,16.081,3.965,2.471,,,,,,,,,,,,,,,,2.68,,,,7.592,,40.15,,,0.187,,,,-0.011,,,,,,,,,,,,,,,,,,,,,,,,,,0.506,,2.641,,,,,,0.87,,,15.816,,9.76,2.158,,0.63,,,1.77,9.79,3.911,0.127,,,,,1.619,,0.608,1.62,,,7.565,2.698,12.19,49.455,,,,1.83,,,18.419,2.16,0.162,,,,,,,1.906,3.877,,,,155.7,25.29,13.314,12.244,2.144,4.28,5.047,2.816,3.93,2.09,,,,,,,,,,,,26.699,5.671,,,6.517,1.39,18.965,4.3,5.8,11.72,9.944,3.702,4.983
2008-12-24,89.81,86.594,20.8,362.649,57.823,85.15,1.593,3.247,17.95,17.863,9.898,6.751,5.553,87.99,11.206,0.687,50.28,3.163,10.643,30.935,8.353,41.28,0.89,4.759,81.839,,0.295,11.137,,26.38,0.692,17.192,2.916,9.612,8.528,0.095,10.077,8.73,,47.345,,,,4.303,,,,5.762,6.292,,,,3.47,3.8,,,,37.749,10.479,12.375,6.504,0.517,1.842,5.264,,23.404,44.286,9.027,5.948,,,6.446,14.341,3.625,2.351,,,,,,,,,,,,,,,,2.5,,,,7.972,,40.6,,,0.175,,,,-0.004,,,,,,,,,,,,,,,,,,,,,,,,,,0.476,,2.341,,,,,,0.87,,,15.356,,8.7,1.908,,0.61,,,1.92,8.79,3.601,0.115,,,,,1.599,,0.59,1.62,,,6.895,2.45,10.92,47.544,,,,1.56,,,17.199,2.03,0.084,,,,,,,1.756,3.887,,,,155.4,24.17,13.164,11.844,2.014,3.95,4.627,2.446,3.47,1.94,,,,,,,,,,,,24.843,6.121,,,5.757,1.47,17.725,4.03,5.15,11.24,9.034,3.542,4.533
2009-01-02,93.71,87.434,21.18,371.799,59.373,86.25,1.633,3.287,20.45,18.623,9.958,7.051,5.873,91.89,11.913,0.162,52.43,3.453,10.913,31.915,9.193,46.03,0.89,4.969,88.539,,0.32,11.177,,26.88,0.692,19.372,3.046,10.262,9.678,0.1,11.309,8.55,,51.677,,,,4.463,,,,6.712,7.12,,,,3.48,3.89,,,,41.249,10.659,13.415,6.544,0.517,1.842,5.644,,25.404,49.986,9.547,6.368,,,6.516,15.261,3.935,2.321,,,,,,,,,,,,,,,,2.88,,,,8.172,,40.4,,,0.166,0.661,,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,0.486,,2.661,,,,,,0.87,,,15.876,,9.48,2.098,,0.63,,,1.91,10.278,3.831,0.123,,,,,1.789,,0.554,1.62,,,7.055,2.621,11.73,48.657,,,,1.73,,,17.839,2.11,0.115,,,,,,,1.816,3.977,,,,158.1,24.97,13.514,12.124,2.044,4.05,4.717,2.576,3.75,2.18,,,,,,,,,,,,26.027,5.851,,,6.117,1.75,21.365,4.22,5.6,11.94,10.204,3.672,4.683
2009-01-09,93.21,86.834,21.707,364.899,58.723,88.95,2.127,2.957,21.29,18.083,9.478,6.736,5.643,93.54,11.539,0.183,43.43,3.273,9.743,31.705,9.013,45.33,0.89,4.369,82.639,,0.33,9.337,,27.58,0.7,19.072,3.006,9.752,10.148,0.108,11.501,8.85,,52.665,,,,3.813,,,,6.412,7.062,,,,3.45,4.14,,,,39.749,10.329,12.095,7.864,0.532,1.842,5.594,,24.254,46.886,8.687,6.108,,,6.246,13.981,3.835,2.111,,,,,,,,,,,,,,,,2.85,,,,8.452,,43.2,,,0.168,0.671,,,-0.014,,,,,,,,,,,,,,,,,,,,,,,,,,0.571,,2.741,,,,,,0.87,,,14.816,,8.91,2.008,,0.62,,,1.91,9.034,3.641,0.122,,,,,1.939,,0.542,1.62,,,7.725,2.822,12.16,49.915,,,,1.87,,,17.219,1.97,0.24,,,,,,,1.726,4.277,,,,154.6,25.19,13.354,10.284,1.884,3.93,4.537,2.346,4.01,2.04,,,,,,,,,,,,25.291,5.141,,,8.017,1.63,19.965,3.81,5.34,11.22,9.604,3.672,4.723
2009-01-16,87.11,86.714,21.415,333.399,60.773,82.95,2.073,3.167,19.66,16.263,9.978,6.706,5.183,84.84,11.83,-0.048,43.28,3.033,8.843,31.565,8.113,41.28,0.89,4.359,76.539,,0.295,8.617,,27.63,0.686,17.392,2.566,10.362,8.428,0.117,10.269,9.03,,54.337,,,,3.603,,,,5.692,5.866,,,,3.29,3.78,,,,36.849,11.019,12.475,7.444,0.512,1.642,4.764,,22.854,43.786,8.317,5.588,,,5.906,12.761,3.295,2.191,,,,,,,,,,,,,,,,2.8,,,,7.472,,38.35,,,0.165,0.591,,,-0.045,,,,,,,,,,,,,,,,,,,,,,,,,,0.541,,2.611,,,,,,0.87,,,14.156,,9.01,1.798,,0.57,,,1.86,8.839,3.651,0.114,,,,,1.819,,0.518,1.62,,,7.255,2.559,11.29,47.302,,,,1.63,,,15.939,1.85,0.147,,,,,,,1.596,4.207,,,,144.4,24.75,13.004,10.364,1.734,3.64,3.627,2.086,4.13,1.9,,,,,,,,,,,,24.427,4.941,,,7.777,1.49,17.885,3.7,4.77,10.8,7.544,3.402,4.263
2009-01-23,84.46,86.174,21.356,313.149,61.473,84.45,1.873,3.177,19.11,15.603,9.978,6.811,5.093,78.99,10.228,-0.027,44.68,2.983,7.633,28.765,7.573,40.58,0.51,4.139,75.789,,0.244,7.817,,28.53,0.676,16.952,2.576,9.092,8.318,0.104,9.549,9.33,,56.237,,,,3.403,,,,5.362,5.199,,,,2.5,3.78,,,,31.999,10.499,11.575,6.684,0.512,1.622,4.294,,20.554,40.086,8.207,5.178,,,6.286,12.001,2.975,2.071,,,,,,,,,,,,,,,,2.76,,,,7.492,,36.5,,,0.151,0.521,,,-0.053,,,,,,,,,,,,,,,,,,,,,,,,,,0.521,,2.841,,,,,,0.87,,,13.756,,9.03,1.678,,0.53,,,1.77,6.777,3.181,0.107,,,,,1.579,,0.53,1.62,,,6.875,2.342,10.45,46.721,,,,1.61,,,15.899,1.73,0.131,,,,,,,1.556,3.847,,,,138.6,22.87,12.294,9.634,1.614,3.21,3.317,1.846,3.62,1.7,,,,,,,,,,,,26.059,4.481,,,6.817,1.31,17.305,3.3,4.16,9.79,7.124,3.142,3.973
2009-01-30,89.71,87.854,22.147,323.199,62.323,88.95,1.913,3.217,19.48,16.003,9.988,6.736,5.163,83.29,11.04,-0.027,48.83,3.263,8.113,32.335,7.813,42.08,0.85,4.299,77.839,,0.275,8.297,,28.63,0.67,18.972,2.676,9.512,9.358,0.114,10.013,9.45,,58.821,,,,3.513,,,,5.912,5.935,,,,2.52,3.77,,,,35.949,10.779,11.875,6.584,0.512,1.712,4.694,,21.454,44.086,8.757,5.638,,,6.416,13.321,3.385,2.221,,,,,,,,,,,,,,,,2.83,,,,7.492,,39.25,,,0.157,0.541,,,-0.038,,,,,,,,,,,,,,,,,,,,,,,,,,0.526,,2.851,,,,,,0.87,,,15.256,,9.33,1.798,,0.56,,,1.78,8.326,3.501,0.112,,,,,1.729,,0.542,1.62,,,7.355,2.636,10.71,49.697,,,,1.59,,,16.239,1.76,0.084,,,,,,,1.646,3.817,,,,148.2,23.97,12.484,10.244,1.734,3.49,3.677,1.956,4.1,1.78,,,,,,,,,,,,25.643,4.651,,,7.277,1.41,18.505,3.72,4.46,10.8,7.824,3.272,4.163
